AGENT,ITERATION,NO OF GHOSTS,RESULT,TIME
A1,1,1,TRUE,0.037110806
A1,2,1,TRUE,0.02994895
A1,3,1,TRUE,0.079238892
A1,4,1,TRUE,0.025486946
A1,5,1,TRUE,0.026130915
A1,6,1,TRUE,0.023377895
A1,7,1,TRUE,0.027311087
A1,8,1,TRUE,0.027189732
A1,9,1,TRUE,0.036633968
A1,10,1,TRUE,0.030303955
A1,11,1,TRUE,0.0335989
A1,12,1,TRUE,0.026433945
A1,13,1,TRUE,0.020815849
A1,14,1,TRUE,0.020033121
A1,15,1,TRUE,0.032606125
A1,16,1,TRUE,0.021617174
A1,17,1,TRUE,0.023712873
A1,18,1,TRUE,0.021551132
A1,19,1,TRUE,0.029289961
A1,20,1,TRUE,0.02664113
A1,21,1,TRUE,0.022537947
A1,22,1,TRUE,0.020296097
A1,23,1,TRUE,0.228449821
A1,24,1,TRUE,0.063906908
A1,25,1,TRUE,0.059882164
A1,26,1,TRUE,0.080471992
A1,27,1,TRUE,0.044379234
A1,28,1,TRUE,0.032485247
A1,29,1,TRUE,0.06069088
A1,30,1,TRUE,0.375360012
A1,1,2,TRUE,0.063539982
A1,2,2,TRUE,0.061227083
A1,3,2,TRUE,0.03578496
A1,4,2,TRUE,0.029276133
A1,5,2,TRUE,0.018121004
A1,6,2,TRUE,0.036517859
A1,7,2,TRUE,0.022529125
A1,8,2,TRUE,0.018167019
A1,9,2,TRUE,0.020717859
A1,10,2,TRUE,0.021451235
A1,11,2,TRUE,0.030765057
A1,12,2,TRUE,0.02027297
A1,13,2,TRUE,0.027809858
A1,14,2,TRUE,0.017585039
A1,15,2,TRUE,0.028076172
A1,16,2,TRUE,0.019778967
A1,17,2,TRUE,0.026489973
A1,18,2,TRUE,0.020053864
A1,19,2,TRUE,0.01989913
A1,20,2,TRUE,0.018993855
A1,21,2,TRUE,0.017429113
A1,22,2,TRUE,0.019537926
A1,23,2,TRUE,0.024430037
A1,24,2,TRUE,0.021703959
A1,25,2,TRUE,0.028645754
A1,26,2,TRUE,0.031625032
A1,27,2,TRUE,0.024330139
A1,28,2,TRUE,0.017869711
A1,29,2,TRUE,0.018066883
A1,30,2,FALSE,0.016653061
A1,1,3,TRUE,0.023227692
A1,2,3,FALSE,0.02097106
A1,3,3,TRUE,0.021543026
A1,4,3,TRUE,0.043365955
A1,5,3,FALSE,0.01612711
A1,6,3,TRUE,0.018213272
A1,7,3,TRUE,0.019777775
A1,8,3,TRUE,0.026085138
A1,9,3,TRUE,0.020785809
A1,10,3,TRUE,0.021285772
A1,11,3,TRUE,0.023038864
A1,12,3,TRUE,0.018852711
A1,13,3,TRUE,0.022622108
A1,14,3,TRUE,0.019034147
A1,15,3,TRUE,0.01873374
A1,16,3,TRUE,0.059355974
A1,17,3,TRUE,0.019668102
A1,18,3,TRUE,0.042155981
A1,19,3,TRUE,0.027523041
A1,20,3,TRUE,0.032389164
A1,21,3,TRUE,0.019967079
A1,22,3,TRUE,0.019033909
A1,23,3,TRUE,0.019819975
A1,24,3,TRUE,0.02000618
A1,25,3,TRUE,0.023117065
A1,26,3,TRUE,0.020200014
A1,27,3,TRUE,0.03049016
A1,28,3,TRUE,0.026386023
A1,29,3,TRUE,0.020764828
A1,30,3,TRUE,0.021968365
A1,1,4,TRUE,0.028136969
A1,2,4,FALSE,0.018557072
A1,3,4,TRUE,0.01999402
A1,4,4,TRUE,0.023546934
A1,5,4,TRUE,0.02451992
A1,6,4,TRUE,0.030486107
A1,7,4,TRUE,0.022488117
A1,8,4,TRUE,0.035939217
A1,9,4,FALSE,0.019948959
A1,10,4,TRUE,0.028151989
A1,11,4,FALSE,0.014112949
A1,12,4,TRUE,0.029819965
A1,13,4,TRUE,0.020705223
A1,14,4,TRUE,0.019665718
A1,15,4,TRUE,0.024113178
A1,16,4,TRUE,0.028611898
A1,17,4,TRUE,0.020179033
A1,18,4,TRUE,0.023391008
A1,19,4,TRUE,0.055222034
A1,20,4,TRUE,0.021571159
A1,21,4,FALSE,0.00883007
A1,22,4,TRUE,0.047797918
A1,23,4,TRUE,0.036701202
A1,24,4,TRUE,0.020774841
A1,25,4,TRUE,0.021358013
A1,26,4,TRUE,0.022912025
A1,27,4,TRUE,0.021027088
A1,28,4,TRUE,0.024336338
A1,29,4,TRUE,0.036539316
A1,30,4,TRUE,0.022219181
A1,1,5,FALSE,0.00556016
A1,2,5,TRUE,0.040741205
A1,3,5,TRUE,0.02673316
A1,4,5,TRUE,0.021887064
A1,5,5,TRUE,0.030673981
A1,6,5,TRUE,0.030817747
A1,7,5,TRUE,0.020493031
A1,8,5,TRUE,0.031173706
A1,9,5,TRUE,0.025307894
A1,10,5,FALSE,0.017981291
A1,11,5,TRUE,0.030836821
A1,12,5,TRUE,0.027965784
A1,13,5,TRUE,0.020857811
A1,14,5,TRUE,0.031643867
A1,15,5,TRUE,0.023669004
A1,16,5,TRUE,0.020639896
A1,17,5,TRUE,0.029706001
A1,18,5,TRUE,0.026302099
A1,19,5,TRUE,0.022914171
A1,20,5,TRUE,0.034482956
A1,21,5,TRUE,0.027562857
A1,22,5,TRUE,0.021064043
A1,23,5,TRUE,0.033802032
A1,24,5,TRUE,0.025079012
A1,25,5,TRUE,0.021635056
A1,26,5,TRUE,0.030512333
A1,27,5,FALSE,0.023186922
A1,28,5,FALSE,0.017884016
A1,29,5,FALSE,0.011443853
A1,30,5,FALSE,0.005914927
A1,1,6,TRUE,0.026535988
A1,2,6,TRUE,0.021880865
A1,3,6,TRUE,0.043858767
A1,4,6,FALSE,0.009506226
A1,5,6,TRUE,0.035283089
A1,6,6,TRUE,0.026869059
A1,7,6,TRUE,0.025316954
A1,8,6,TRUE,0.025638342
A1,9,6,TRUE,0.033092022
A1,10,6,TRUE,0.03853488
A1,11,6,TRUE,0.029937744
A1,12,6,TRUE,0.036552906
A1,13,6,FALSE,0.021335125
A1,14,6,TRUE,0.024712801
A1,15,6,TRUE,0.023193836
A1,16,6,TRUE,0.028800964
A1,17,6,TRUE,0.063030005
A1,18,6,TRUE,0.024869919
A1,19,6,TRUE,0.028327942
A1,20,6,TRUE,0.023247004
A1,21,6,TRUE,0.042716026
A1,22,6,TRUE,0.02229619
A1,23,6,TRUE,0.023487806
A1,24,6,FALSE,0.032727242
A1,25,6,TRUE,0.022114754
A1,26,6,TRUE,0.039349079
A1,27,6,TRUE,0.02430892
A1,28,6,TRUE,0.03151989
A1,29,6,TRUE,0.022763014
A1,30,6,TRUE,0.02303195
A1,1,7,TRUE,0.031887054
A1,2,7,TRUE,0.024109125
A1,3,7,FALSE,0.006086826
A1,4,7,FALSE,0.020045042
A1,5,7,TRUE,0.02434206
A1,6,7,TRUE,0.060172081
A1,7,7,FALSE,0.018256903
A1,8,7,TRUE,0.022867203
A1,9,7,TRUE,0.024833918
A1,10,7,TRUE,0.035886049
A1,11,7,FALSE,0.040423155
A1,12,7,TRUE,0.02293396
A1,13,7,TRUE,0.029402733
A1,14,7,TRUE,0.025366783
A1,15,7,FALSE,0.011003017
A1,16,7,FALSE,0.013875961
A1,17,7,TRUE,0.033685207
A1,18,7,TRUE,0.040000916
A1,19,7,TRUE,0.029778004
A1,20,7,FALSE,0.015763044
A1,21,7,TRUE,0.035798073
A1,22,7,TRUE,0.028927088
A1,23,7,FALSE,0.016450167
A1,24,7,TRUE,0.045026064
A1,25,7,FALSE,0.004323006
A1,26,7,TRUE,0.031191111
A1,27,7,TRUE,0.026890039
A1,28,7,TRUE,0.03073287
A1,29,7,TRUE,0.052124977
A1,30,7,TRUE,0.024930954
A1,1,8,TRUE,0.028853893
A1,2,8,TRUE,0.038502932
A1,3,8,TRUE,0.032248974
A1,4,8,TRUE,0.032645226
A1,5,8,TRUE,0.027080059
A1,6,8,TRUE,0.034584999
A1,7,8,TRUE,0.030048132
A1,8,8,TRUE,0.041970253
A1,9,8,TRUE,0.026201963
A1,10,8,FALSE,0.010690212
A1,11,8,TRUE,0.032924891
