AGENT,ITERATION,NO OF GHOSTS,RESULT,TIME
A5,1,1,TRUE,0.027544975
A5,2,1,TRUE,0.025515795
A5,3,1,TRUE,0.028985739
A5,4,1,TRUE,0.026275158
A5,5,1,TRUE,0.033026457
A5,6,1,TRUE,0.026040316
A5,7,1,TRUE,0.031912327
A5,8,1,TRUE,0.033530712
A5,9,1,TRUE,0.037196398
A5,10,1,TRUE,0.031121492
A5,11,1,FALSE,0.022517681
A5,12,1,TRUE,0.030455828
A5,13,1,FALSE,0.017712355
A5,14,1,TRUE,0.02743721
A5,15,1,TRUE,0.025906801
A5,16,1,TRUE,0.027341366
A5,17,1,TRUE,0.026117086
A5,18,1,TRUE,0.027444363
A5,19,1,TRUE,0.023371458
A5,20,1,FALSE,0.011368513
A5,21,1,TRUE,0.024380445
A5,22,1,TRUE,0.036155462
A5,23,1,TRUE,0.026656628
A5,24,1,TRUE,0.028078556
A5,25,1,TRUE,0.026894808
A5,26,1,TRUE,0.025079966
A5,27,1,TRUE,0.023061275
A5,28,1,TRUE,0.027250051
A5,29,1,TRUE,0.026777506
A5,30,1,TRUE,0.028477669
A5,1,2,FALSE,0.006733418
A5,2,2,TRUE,0.036448956
A5,3,2,TRUE,0.032187462
A5,4,2,TRUE,0.028347015
A5,5,2,FALSE,0.03140831
A5,6,2,TRUE,0.034000397
A5,7,2,TRUE,0.032598257
A5,8,2,TRUE,0.035270691
A5,9,2,TRUE,0.03193593
A5,10,2,TRUE,0.029787064
A5,11,2,TRUE,0.035350323
A5,12,2,TRUE,0.04192996
A5,13,2,TRUE,0.032325029
A5,14,2,TRUE,0.029256821
A5,15,2,FALSE,0.023309231
A5,16,2,TRUE,0.0303514
A5,17,2,TRUE,0.030203342
A5,18,2,TRUE,0.038568258
A5,19,2,TRUE,0.027825356
A5,20,2,TRUE,0.029193401
A5,21,2,TRUE,0.033893347
A5,22,2,TRUE,0.030910969
A5,23,2,TRUE,0.030138254
A5,24,2,TRUE,0.045922756
A5,25,2,TRUE,0.028399706
A5,26,2,TRUE,0.034723282
A5,27,2,TRUE,0.028863907
A5,28,2,TRUE,0.034400463
A5,29,2,TRUE,0.044886827
A5,30,2,TRUE,0.033366442
A5,1,3,TRUE,0.038833141
A5,2,3,TRUE,0.04328227
A5,3,3,TRUE,0.033676624
A5,4,3,TRUE,0.032660961
A5,5,3,TRUE,0.033526897
A5,6,3,TRUE,0.033152819
A5,7,3,TRUE,0.03468132
A5,8,3,FALSE,0.007885218
A5,9,3,TRUE,0.033069849
A5,10,3,TRUE,0.03794384
A5,11,3,FALSE,0.01237464
A5,12,3,TRUE,0.047916651
A5,13,3,TRUE,0.034925699
A5,14,3,TRUE,0.042180538
A5,15,3,TRUE,0.032986641
A5,16,3,TRUE,0.044327259
A5,17,3,TRUE,0.044147253
A5,18,3,TRUE,0.036045074
A5,19,3,TRUE,0.035223246
A5,20,3,TRUE,0.030197859
A5,21,3,TRUE,0.034424067
A5,22,3,TRUE,0.035640717
A5,23,3,TRUE,0.044623375
A5,24,3,TRUE,0.037685871
A5,25,3,FALSE,0.004711151
A5,26,3,TRUE,0.032237768
A5,27,3,TRUE,0.035580397
A5,28,3,TRUE,0.035331726
A5,29,3,TRUE,0.033748865
A5,30,3,TRUE,0.037374735
A5,1,4,FALSE,0.007382393
A5,2,4,TRUE,0.042756557
A5,3,4,TRUE,0.035809278
A5,4,4,TRUE,0.030721426
A5,5,4,TRUE,0.041488647
A5,6,4,TRUE,0.039595127
A5,7,4,TRUE,0.037298918
A5,8,4,TRUE,0.045149326
