47,0,0,4,624,1040
47,0,1,3,624,1040
47,1,1,3,624,1040
47,2,1,4,624,1040
47,2,2,4,624,1040
47,2,3,3,624,1040
47,3,3,4,624,1040
47,3,4,3,624,1040
47,4,4,3,624,1040
47,5,4,3,624,1040
47,6,4,4,624,1040
47,6,5,3,624,1040
47,7,5,3,624,1040
47,8,5,4,624,1040
47,8,6,3,624,1040
47,9,6,3,624,1040
47,10,6,3,624,1040
47,11,6,1,624,1040
47,11,5,3,624,1040
47,12,5,3,624,1040
47,13,5,4,624,1040
47,13,6,4,624,1040
47,13,7,4,624,1040
47,13,8,3,624,1040
47,14,8,4,624,1040
47,14,9,4,624,1040
47,14,10,4,624,1040
47,14,11,4,624,1040
47,14,12,3,624,1040
47,15,12,4,624,1040
47,15,13,4,624,1040
47,15,14,3,624,1040
47,16,14,3,624,1040
47,17,14,3,624,1040
47,18,14,4,624,1040
47,18,15,4,624,1040
47,18,16,4,624,1040
47,18,17,4,624,1040
47,18,18,4,624,1040
47,18,19,3,624,1040
47,19,19,3,624,1040
47,20,19,4,624,1040
47,20,20,4,624,1040
47,20,21,4,624,1040
47,20,22,3,624,1040
47,21,22,4,624,1040
47,21,23,4,624,1040
47,21,24,3,624,1040
47,22,24,3,624,1040
47,23,24,4,624,1040
47,23,25,3,624,1040
47,24,25,4,624,1040
47,24,26,3,624,1040
47,25,26,4,624,1040
47,25,27,1,624,1040
47,25,27,4,624,1040
47,25,28,4,624,1040
47,25,29,3,624,1040
47,26,29,4,624,1040
47,26,30,4,624,1040
47,26,31,4,624,1040
47,26,32,4,624,1040
47,26,33,4,624,1040
47,26,34,3,624,1040
47,27,34,3,624,1040
47,28,34,3,624,1040
47,29,34,3,624,1040
47,30,34,3,624,1040
47,31,34,3,624,1040
47,32,34,3,624,1040
47,33,34,4,624,1040
47,33,35,4,624,1040
47,33,36,4,624,1040
47,33,37,4,624,1040
47,33,38,4,624,1040
47,33,39,4,624,1040
47,33,40,4,624,1040
47,33,41,4,624,1040
47,33,42,4,624,1040
47,33,43,3,624,1040
47,34,43,3,624,1040
47,35,43,3,624,1040
47,36,43,3,624,1040
47,37,43,4,624,1040
47,37,44,3,624,1040
47,38,44,4,624,1040
47,38,45,3,624,1040
47,39,45,3,624,1040
47,40,45,4,624,1040
47,40,46,4,624,1040
47,40,47,3,624,1040
47,41,47,4,624,1040
47,41,48,3,624,1040
47,42,48,3,624,1040
47,43,48,3,624,1040
47,44,48,3,624,1040
47,45,48,4,624,1040
47,45,49,3,624,1040
47,46,49,4,624,1040
47,46,50,3,624,1040
47,47,50,3,624,1040
47,48,50,3,624,1040
47,49,50,3,624,1040
47,0,1,1,0,4
47,1,1,1,0,4
47,1,0,4,0,4
47,3,3,3,0,4
47,4,3,3,0,4
47,1,0,2,37,85
47,4,4,4,37,85
47,4,5,4,37,85
47,4,6,4,37,85
47,4,7,3,37,85
47,5,7,3,37,85
47,6,7,3,37,85
47,7,7,3,37,85
47,8,7,3,37,85
47,9,7,3,37,85
47,10,7,1,37,85
47,13,8,4,37,85
47,13,9,3,37,85
47,15,14,4,37,85
47,15,15,4,37,85
47,15,16,2,37,85
47,14,16,4,37,85
47,14,17,4,37,85
47,14,18,3,37,85
47,15,18,3,37,85
47,16,18,4,37,85
47,16,19,4,37,85
47,16,20,4,37,85
47,16,21,4,37,85
47,16,22,3,37,85
47,17,22,1,37,85
47,17,21,4,37,85
47,17,22,4,37,85
47,17,23,2,37,85
47,16,23,4,37,85
47,16,24,4,37,85
47,16,25,4,37,85
47,16,26,4,37,85
47,16,27,3,37,85
47,17,27,1,37,85
47,17,26,3,37,85
47,18,26,3,37,85
47,19,26,3,37,85
47,20,26,4,37,85
47,20,27,4,37,85
47,20,28,4,37,85
47,20,29,4,37,85
47,20,30,4,37,85
47,20,31,4,37,85
47,20,32,4,37,85
47,20,33,3,37,85
47,21,33,4,37,85
47,21,34,3,37,85
47,22,34,3,37,85
47,23,34,3,37,85
47,24,34,3,37,85
47,25,34,3,37,85
47,28,34,4,37,85
47,28,35,3,37,85
47,29,35,3,37,85
47,30,35,4,37,85
47,30,36,3,37,85
47,31,36,4,37,85
47,31,37,4,37,85
47,31,38,2,37,85
47,30,38,4,37,85
47,30,39,4,37,85
47,30,40,4,37,85
47,30,41,4,37,85
47,30,42,3,37,85
47,31,42,4,37,85
47,31,43,4,37,85
47,31,44,4,37,85
47,31,45,4,37,85
47,31,46,4,37,85
47,31,47,4,37,85
47,31,48,4,37,85
47,31,49,3,37,85
47,32,49,3,37,85
47,33,49,3,37,85
47,34,49,3,37,85
47,35,49,3,37,85
47,36,49,3,37,85
47,37,49,3,37,85
47,38,49,3,37,85
47,0,0,3,0,2
47,7,5,1,0,2
47,7,4,4,0,2
47,8,5,3,0,2
47,9,5,4,0,2
47,6,5,4,1,4
47,6,6,4,1,4
47,18,18,3,1,4
47,19,18,3,1,4
47,19,18,4,1,1
47,14,12,2,19,28
47,13,12,4,19,28
47,13,13,4,19,28
47,13,14,4,19,28
47,13,15,4,19,28
47,13,16,4,19,28
47,13,17,4,19,28
47,13,18,3,19,28
47,16,22,4,19,28
47,16,27,4,19,28
47,16,28,4,19,28
47,16,29,3,19,28
47,17,29,4,19,28
47,17,30,4,19,28
47,17,31,4,19,28
47,17,32,4,19,28
47,17,33,3,19,28
47,18,33,3,19,28
47,19,33,3,19,28
47,34,43,4,19,28
47,34,44,4,19,28
47,34,45,3,19,28
47,35,45,4,19,28
47,35,46,4,19,28
47,2,2,3,3,3
47,3,2,4,3,3
47,41,47,3,3,3
47,42,47,4,3,3
47,13,7,3,1,1
47,14,7,4,1,1
47,11,5,1,0,1
47,23,24,3,1,1
47,24,24,4,1,1
47,40,45,2,1,1
47,40,47,2,1,1
47,39,47,3,1,1
47,14,9,1,0,1
47,2,3,2,0,1
47,1,3,4,0,1
47,1,4,4,0,1
47,1,5,4,0,1
47,1,6,2,0,1
47,0,6,4,0,1
47,0,7,4,0,1
47,0,8,4,0,1
47,0,9,4,0,1
47,0,10,3,0,1
47,1,10,3,0,1
47,2,10,4,0,1
47,2,11,4,0,1
47,2,12,3,0,1
47,3,12,3,0,1
47,4,12,4,0,1
47,4,13,3,0,1
47,5,13,3,0,1
47,6,13,4,0,1
47,6,14,4,0,1
47,6,15,4,0,1
47,6,16,4,0,1
47,6,17,4,0,1
47,6,18,4,0,1
47,6,19,4,0,1
47,6,20,4,0,1
47,6,21,4,0,1
47,6,22,4,0,1
47,6,23,4,0,1
47,6,24,4,0,1
47,6,25,4,0,1
47,6,26,4,0,1
47,6,27,4,0,1
