97,0,0,4,23,246
97,0,1,3,23,246
97,1,1,4,23,246
97,1,2,3,23,246
97,2,2,4,23,246
97,2,3,4,23,246
97,2,4,3,23,246
97,3,4,3,23,246
97,4,4,2,23,246
97,4,4,4,23,246
97,4,5,4,23,246
97,4,6,3,23,246
97,5,6,4,23,246
97,5,7,3,23,246
97,6,7,4,23,246
97,6,8,4,23,246
97,6,9,3,23,246
97,5,7,4,45,301
97,5,8,4,45,301
97,5,9,3,45,301
97,7,9,4,45,301
97,7,10,1,45,301
97,7,10,3,45,301
97,8,10,3,45,301
97,9,10,4,45,301
97,9,11,4,45,301
97,9,12,4,45,301
97,9,13,4,45,301
97,9,14,4,45,301
97,9,15,4,45,301
97,9,16,4,45,301
97,9,17,4,45,301
97,9,18,4,45,301
97,9,19,3,45,301
97,10,19,3,45,301
97,11,19,4,45,301
97,11,20,4,45,301
97,11,21,4,45,301
97,11,22,3,45,301
97,12,22,3,45,301
97,13,22,3,45,301
97,14,22,3,45,301
97,15,22,3,45,301
97,2,2,1,1,5
97,2,1,4,1,5
97,2,4,2,1,5
97,1,4,4,1,5
97,1,5,4,1,5
97,1,6,3,1,5
97,2,6,3,1,5
97,3,6,3,1,5
97,4,4,3,25,120
97,5,4,3,25,120
97,6,4,1,25,120
97,6,3,3,25,120
97,7,3,3,25,120
97,8,3,4,25,120
97,8,4,4,25,120
97,8,5,4,25,120
97,8,6,4,25,120
97,8,7,4,25,120
97,8,8,4,25,120
97,8,9,4,25,120
97,16,22,4,25,120
97,16,23,4,25,120
97,16,24,3,25,120
97,17,24,4,25,120
97,17,25,4,25,120
97,17,26,4,25,120
97,17,27,3,25,120
97,18,27,4,25,120
97,18,28,4,25,120
97,18,29,4,25,120
97,18,30,4,25,120
97,18,31,4,25,120
97,18,32,3,25,120
97,19,32,3,25,120
97,20,32,3,25,120
97,21,32,4,25,120
97,21,33,3,25,120
97,22,33,3,25,120
97,23,33,3,25,120
97,24,33,3,25,120
97,25,33,4,25,120
97,25,34,3,25,120
97,26,34,4,25,120
97,26,35,4,25,120
97,26,36,4,25,120
97,26,37,3,25,120
97,27,37,3,25,120
97,28,37,3,25,120
97,5,8,3,0,20
97,9,17,3,0,20
97,10,17,4,0,20
97,10,18,4,0,20
97,17,26,3,0,20
97,18,26,3,0,20
97,19,26,3,0,20
97,20,26,3,0,20
97,21,26,3,0,20
97,22,26,4,0,20
97,22,27,4,0,20
97,22,28,1,0,20
97,22,28,4,0,20
97,22,29,3,0,20
97,23,29,3,0,20
97,24,29,1,0,20
97,16,24,1,18,46
97,16,23,3,18,46
97,17,23,4,18,46
97,19,32,4,18,46
97,19,33,4,18,46
97,19,34,4,18,46
97,19,35,4,18,46
97,19,36,4,18,46
97,19,37,4,18,46
97,19,38,3,18,46
97,20,38,3,18,46
97,21,38,3,18,46
97,22,38,3,18,46
97,23,38,3,18,46
97,9,18,3,0,1
97,11,19,3,0,1
97,12,19,2,0,1
97,17,25,3,0,1
97,18,25,4,0,1
97,18,26,4,0,1
97,10,17,2,0,15
97,9,17,1,0,15
97,10,17,3,0,15
97,11,17,3,0,15
97,12,17,4,0,15
97,12,18,3,0,15
97,13,18,3,0,15
97,14,18,4,0,15
97,14,19,1,0,15
97,14,19,3,0,15
97,15,19,3,0,15
97,16,19,3,0,15
97,17,19,3,0,15
97,18,19,3,0,15
97,19,19,4,0,15
97,19,20,4,0,15
97,19,21,4,0,15
97,19,22,1,0,15
97,19,22,4,0,15
97,19,23,4,0,15
97,19,24,4,0,15
97,19,25,4,0,15
97,22,29,1,0,15
97,23,29,4,0,15
97,23,30,3,0,15
97,24,30,3,0,15
97,25,30,2,0,15
97,1,2,1,6,8
97,1,1,1,6,8
97,1,0,4,6,8
97,9,14,1,6,8
97,9,13,1,6,8
97,9,16,1,6,8
97,9,15,1,6,8
